course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
MATH UN3995,SENIOR THESIS IN MATHEMATICS II,"Majors in Mathematics are offered the opportunity to write an honors senior thesis under the guidance of a faculty member. Interested students should contact a faculty member to determine an appropriate topic, and receive written approval from the faculty advisor and the Director of Undergraduate Studies (faculty sponsorship is limited to full-time instructors on the staff list). Research is conducted primarily during the fall term; the final paper is submitted to the Director of Undergraduate Studies during the subsequent spring term.
  
MATH UN3994 SENIOR THESIS IN MATHEMATICS I must be taken in the fall term, during which period the student conducts primary research on the agreed topic. An optional continuation course MATH UN3995 SENIOR THESIS IN MATHEMATICS II is available during the spring. The second term of this sequence may not be taken without the first. Registration for the spring continuation course has no impact on the timeline or outcome of the final paper.
  
Sections of SENIOR THESIS IN MATHEMATICS I and II do NOT count towards the major requirements, with the exception of an advanced written approval by the DUS.",,,,00050,,W3995-20271-001,SENIOR THESIS MATHEMATICS,Mathematics @Barnard,MATH,https://doc.sis.columbia.edu/subj/MATH/W3995-20271-001/,,,,2,"MATH UN3994
MATH UN3995",,20271MATH3995W001,INDEPENDENT
MATH UN3997,SUPERVISED INDIVIDUAL RESEARCH,"Prerequisites: the written permission of the faculty member who agrees to act as a supervisor, and the director of undergraduate studies permission. For specially selected mathematics majors, the opportunity to write a senior thesis on a problem in contemporary mathematics under the supervision of a faculty member.",,,,00054,,V3997-20271-001,SUPERVISED INDIVIDUAL RES,Mathematics @Barnard,MATH,https://doc.sis.columbia.edu/subj/MATH/V3997-20271-001/,,,,1-4,,,20271MATH3997V001,INDEPENDENT
MUSI BC1002,AN INTRODUCTION TO MUSIC II,Prerequisites: no previous knowledge of music is required.,Gail R Archer,,,00027,,X1002-20271-001,AN INTRODUCTION TO MUSIC,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1002-20271-001/,,,,3,,,20271MUSI1002X001,LECTURE
MUSI BC1002,AN INTRODUCTION TO MUSIC II,Prerequisites: no previous knowledge of music is required.,Marilyn McCoy,,,00028,,X1002-20271-002,AN INTRODUCTION TO MUSIC,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1002-20271-002/,,,,3,,,20271MUSI1002X002,LECTURE
MUSI BC1502,VOICE INSTRUCTION,"Entrance by audition only. Call Barnard College, Department of Music during registration for time and place of audition (854-5096).",Gail R Archer,,,00029,,X1502-20271-001,VOICE LESSONS,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1502-20271-001/,,,,2,,,20271MUSI1502X001,STUDIO
MUSI BC1502,VOICE INSTRUCTION,"Entrance by audition only. Call Barnard College, Department of Music during registration for time and place of audition (854-5096).",Gail R Archer,,,00030,,X1502-20271-002,VOICE LESSONS,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1502-20271-002/,,,,2,,,20271MUSI1502X002,STUDIO
MUSI BC2075,DIVAS AND THEIR PUBLICS,"In order to exist, the female vocal celebrity needs a public. This course takes a global perspective on women’s voices, bodies, and performances, examining them in deep sociocultural contexts across a range of classical and popular music genres. Guiding questions interrogate the role of media and technology in commercializing and circulating the sounds and images of women singers on an international scale, forging new arenas for meaning-making around gender, race, and citizenship. Considering the historically, socially, and materially situated circumstances in which celebrated women performers have emerged in the modern era, the course asks: How did the expressive labor of virtuosic female singers shape the early US entertainment industry? In what ways have women singers around the world impacted nation-centered political agendas, struggles for racial equality, and other powerful religious and secular social formations? How did sound reproduction and broadcasting technology not only expand audiences on an exponential scale, but transform listeners’ experience of female singers’ live performance? Cross-culturally and throughout history, why have exceptional women vocalists had greater public impact than women instrumentalists?",Lauren E Ninoshvili,,,00033,,X2075-20271-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X2075-20271-001/,,,,3,,,20271MUSI2075X001,LECTURE
MUSI BC3139,INTRODUCTION VOCAL REPERTOIRE,"This course is designed for developing singers. Group vocalizing, learning of songs and individual workshop performances are aimed at improving the students technical skill and the elements necessary to create a meaningful musical and dramatic experience. Attention to text, subtext, emotional and psychological aspects of a piece and the performers relationship to the audience are included in the work. Repertoire is predominantly in English and comes from both classical and popular traditions Individual coaching sessions are available with the class accompanist and help strengthen the students confidence and skill. The class culminates with an in-class performance.",Coralie Gallet,,,00034,,X3139-20271-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3139-20271-001/,,,,3,,,20271MUSI3139X001,LECTURE
MUSI BC3140,"VOCAL REPERTOIRE, TECHNIQUE","Vocal exercises and exploration of wide-ranging repertoires, styles, and languages of the Western European song tradition. The rich variety of English, French, Italian and German poetry and music from the Baroque period through the Twentieth Century allows the student to experience both the music and the cultural environment of each of these styles. Attention is given both to meaning oftext and musical interpretation. Individual coaching sessions are available with the class accompanist and help strengthen the students confidence and skill. The class culminates with an in-class performance.",Jean-Paul Bjorlin,,,00035,,X3140-20271-001,VOCAL REPERTOIRE TECHNIQUE,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3140-20271-001/,,,,3,,,20271MUSI3140X001,LECTURE
MUSI BC3145,WORLDMUSE ENSEMBLE,"Worldmuse Ensemble delves into compelling music from many genres such as world music, gospel, classical--old and new. We perform without a conductor, increasing awareness and interaction among ourselves and our audience. We collaboratively integrate music, dance, and theatre traditions (masks etc.). For experienced singers, and instrumentalists and dancers who sing.",Jean-Paul Bjorlin,,,00036,,X3145-20271-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3145-20271-001/,,,,3,,,20271MUSI3145X001,WORKSHOP
MUSI BC3199,INDEPENDENT STUDY,,Gail R Archer,,,00037,,X3199-20271-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3199-20271-001/,,,,1-3,,,20271MUSI3199X001,INDEPENDENT
MUSI BC3990,SENIOR PROJ:RESEARCH FOR MUSIC,"Working with her advisor, a student will expand the research project initiated in the Fall Senior Seminar for Music Majors (BC3992x). In order to satisfy the requirement, the student will complete a fifty page research paper.",Gail R Archer,,,00038,,X3990-20271-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3990-20271-001/,,,,3,BC3992,,20271MUSI3990X001,INDEPENDENT
MUSI BC3991,SENIOR PROJ: MUSIC REPERTORY,"Working with her advisor, a student will develop a vocal or instrumental recital program with representative musical works from a variety of historical periods. In order to satisfy the requirement, the student will present an hour long public performance of the recital program. Students may also satisfy this requirement by composing original vocal or instrumental works.",Gail R Archer,,,00039,,X3991-20271-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3991-20271-001/,,,,3,,,20271MUSI3991X001,INDEPENDENT
MUSI UN1594,BARNARD-COLUMBIA CHORUS II,"Prerequisites: auditions by appointment made at first meeting. Contact Barnard College, Department of Music (854-5096). Membership in the chorus is open to all men and women in the University community. The chorus gives several public concerts each season, both on and off campus, often with other performing organizations. Sight-singing sessions offered. The repertory includes works from all periods of music literature. Students who register for chorus will receive a maximum of 4 points for four or more semesters.",Gail R Archer,,,00031,,V1594-20271-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/V1594-20271-001/,,,,1,,,20271MUSI1594V001,REHEARSAL
MUSI UN1596,BARNARD-COLUMBIA-CHAMBR SINGER,"Prerequisites: contact Barnard College, Department of Music (854-5096). Membership in the chorus is open to all men and women in the University community. The chorus gives several public concerts each season, both on and off campus, often with other performing organizations. Sight-singing sessions offered. The repertory includes works from all periods of music literature.",Gail R Archer,,,00032,,V1596-20271-001,BARNARD-COLUMBIA CHAMBR SINGER,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/V1596-20271-001/,,,,1,,,20271MUSI1596V001,REHEARSAL
NSBV BC1001,INTRODUCTION TO NEUROSCIENCE,"This course is required for all the other courses offered in Neuroscience and Behavior. The course introduces students to the anatomy and physiology of the nervous system. The topics include the biological structure of the nervous system and its different cell types, the basis of the action potential, principles of neurotransmission, neuronal basis of behavior, sleep/wake cycles, and basic aspects of clinical neuroscience.",Alex White,,,00524,,X1001-20271-001,INTRODUCTION TO NEUROSCIE,Neuroscience & Behavior @Barnard,NSBV,https://doc.sis.columbia.edu/subj/NSBV/X1001-20271-001/,,,,3,,,20271NSBV1001X001,LECTURE
NSBV BC1001,INTRODUCTION TO NEUROSCIENCE,"This course is required for all the other courses offered in Neuroscience and Behavior. The course introduces students to the anatomy and physiology of the nervous system. The topics include the biological structure of the nervous system and its different cell types, the basis of the action potential, principles of neurotransmission, neuronal basis of behavior, sleep/wake cycles, and basic aspects of clinical neuroscience.",Alexis S Hill,,,00525,,X1001-20271-002,INTRODUCTION TO NEUROSCIE,Neuroscience & Behavior @Barnard,NSBV,https://doc.sis.columbia.edu/subj/NSBV/X1001-20271-002/,,,,3,,,20271NSBV1001X002,LECTURE
NSBV BC1002,Introductory Laboratory in Neuroscience,"This laboratory course will introduce students to concepts, topics, and techniques used to examine brain and behavior. Specifically, this class will engage students in experimental design, data collection and analysis, and results presentation. The experimental units are designed to provide students with a basic understanding of the structure and function of the nervous system.",Kara Pham,,,00526,,X1002-20271-001,Intro Neuroscience Lab,Neuroscience & Behavior @Barnard,NSBV,https://doc.sis.columbia.edu/subj/NSBV/X1002-20271-001/,,,,2.5,,,20271NSBV1002X001,LABORATORY
NSBV BC1002,Introductory Laboratory in Neuroscience,"This laboratory course will introduce students to concepts, topics, and techniques used to examine brain and behavior. Specifically, this class will engage students in experimental design, data collection and analysis, and results presentation. The experimental units are designed to provide students with a basic understanding of the structure and function of the nervous system.",Adrienne N Santiago,,,00527,,X1002-20271-002,Intro Neuroscience Lab,Neuroscience & Behavior @Barnard,NSBV,https://doc.sis.columbia.edu/subj/NSBV/X1002-20271-002/,,,,2.5,,,20271NSBV1002X002,LABORATORY
